,cluster
17062,478
17063,478
17064,394
17065,366
17066,79
17067,55
17068,432
17069,303
17070,64
17071,478
17072,478
17073,355
17074,478
17075,478
17076,478
17077,245
17078,478
17079,61
17080,478
17081,478
17082,395
17083,478
17084,160
17085,326
17086,478
17087,478
17088,478
17089,478
17090,478
17091,478
17092,150
17093,478
17094,359
17095,478
17096,478
17097,478
17098,478
17099,478
17100,478
17101,478
17102,455
17103,478
17104,478
17105,478
17106,478
17107,478
17108,478
17109,478
17110,344
17111,353
17112,478
17113,478
17114,478
17115,459
17116,478
17117,148
17118,395
17119,442
17120,478
17121,164
17122,478
17123,478
17124,478
17125,478
17126,455
17127,298
17128,478
17129,344
17130,478
17131,478
17132,478
17133,478
17134,150
17135,478
17136,471
17137,455
17138,478
17139,478
17140,478
17141,478
17142,478
17143,478
17144,478
17145,478
17146,366
17147,478
17148,478
17149,478
17150,478
17151,478
17152,478
17153,478
17154,478
17155,478
17156,478
17157,478
17158,400
17159,404
17160,478
17161,478
17162,452
17163,349
17164,361
17165,478
17166,478
17167,442
17168,478
17169,478
17170,453
17171,478
17172,478
17173,324
17174,478
17175,478
17176,261
17177,478
17178,478
17179,290
17180,478
17181,478
17182,6
17183,478
17184,459
17185,478
17186,478
17187,420
17188,478
17189,478
17190,478
17191,478
17192,478
17193,478
17194,478
17195,457
17196,54
17197,478
17198,90
17199,478
17200,358
17201,401
17202,453
17203,478
17204,478
17205,478
17206,478
17207,474
17208,478
17209,478
17210,431
17211,478
17212,478
17213,471
17214,478
17215,478
17216,478
17217,417
17218,459
17219,469
17220,455
17221,478
17222,381
17223,459
17224,478
17225,478
17226,367
17227,478
17228,357
17229,478
17230,478
17231,231
17232,478
17233,478
17234,244
17235,478
17236,478
17237,478
17238,478
17239,389
17240,478
17241,478
17242,478
17243,478
17244,478
17245,478
17246,478
17247,478
17248,478
17249,478
17250,256
17251,478
17252,478
17253,393
17254,79
17255,478
17256,478
17257,478
17258,245
17259,87
17260,478
17261,459
17262,403
17263,478
17264,478
17265,478
17266,478
17267,466
17268,478
17269,478
17270,478
17271,449
17272,478
17273,477
17274,478
17275,478
17276,459
17277,478
17278,478
17279,478
17280,388
17281,373
17282,478
17283,459
17284,458
17285,478
17286,478
17287,478
17288,478
17289,478
17290,459
17291,478
17292,478
17293,467
17294,478
17295,55
17296,478
17297,434
17298,478
17299,91
17300,478
17301,478
17302,404
17303,120
17304,478
17305,478
17306,478
17307,478
17308,478
17309,478
17310,92
17311,478
17312,478
17313,478
17314,478
17315,466
17316,337
17317,478
17318,478
17319,397
17320,478
17321,478
17322,478
17323,478
17324,478
17325,478
17326,478
17327,478
17328,475
17329,468
17330,478
17331,478
17332,478
17333,102
17334,478
17335,478
17336,149
17337,478
17338,478
17339,478
17340,478
17341,412
17342,478
17343,478
17344,478
17345,478
17346,478
17347,478
17348,478
17349,478
17350,478
17351,478
17352,436
17353,478
17354,475
17355,425
17356,478
17357,478
17358,367
17359,459
17360,478
17361,478
17362,336
17363,478
17364,382
17365,478
17366,478
17367,478
17368,478
17369,478
17370,478
17371,478
17372,478
17373,478
17374,478
17375,478
17376,388
17377,233
17378,366
17379,478
17380,478
17381,478
17382,478
17383,478
17384,18
17385,232
17386,478
17387,478
17388,478
17389,478
17390,268
17391,478
17392,18
17393,478
17394,478
17395,478
17396,474
17397,459
17398,396
17399,478
17400,213
17401,193
17402,183
17403,478
17404,478
17405,478
17406,478
17407,459
17408,478
17409,478
17410,478
17411,235
17412,478
17413,478
17414,65
17415,459
17416,478
17417,478
17418,436
17419,36
17420,478
17421,478
17422,56
17423,478
17424,478
17425,478
17426,376
17427,478
17428,399
17429,428
17430,459
17431,478
17432,428
17433,478
17434,478
17435,455
17436,478
17437,478
17438,418
17439,478
17440,57
17441,343
17442,478
17443,380
17444,478
17445,478
17446,157
17447,443
17448,478
17449,336
17450,478
17451,478
17452,478
17453,478
17454,79
17455,324
17456,428
17457,478
17458,478
17459,478
17460,478
17461,478
17462,478
17463,398
17464,478
17465,219
17466,458
17467,478
17468,478
17469,344
17470,233
17471,478
17472,478
17473,478
17474,358
17475,478
17476,478
17477,478
17478,317
17479,478
17480,277
17481,423
17482,478
17483,478
17484,418
17485,478
17486,382
17487,478
17488,478
17489,89
17490,478
17491,478
17492,453
17493,478
17494,478
17495,478
17496,478
17497,478
17498,172
17499,428
17500,478
17501,197
17502,478
17503,317
17504,478
17505,85
17506,478
17507,478
17508,232
17509,478
17510,478
17511,478
17512,478
17513,478
17514,389
17515,108
17516,324
17517,464
17518,478
17519,84
17520,449
17521,478
17522,478
17523,478
17524,241
17525,478
17526,215
17527,156
17528,478
17529,478
17530,116
17531,321
17532,277
17533,478
17534,367
17535,478
17536,46
17537,478
17538,478
17539,478
17540,478
17541,150
17542,478
17543,478
17544,478
17545,478
17546,459
17547,117
17548,478
17549,478
17550,478
17551,32
17552,478
17553,451
17554,190
17555,478
17556,478
17557,266
17558,478
17559,428
17560,478
17561,193
17562,478
17563,459
17564,459
17565,478
17566,342
17567,478
17568,478
17569,478
17570,478
17571,478
17572,478
17573,457
17574,478
17575,399
17576,223
17577,478
17578,324
17579,478
17580,285
17581,341
17582,253
17583,478
17584,478
17585,478
17586,478
17587,478
17588,114
17589,435
17590,478
17591,174
17592,478
17593,478
17594,240
17595,402
17596,478
17597,478
17598,478
17599,478
17600,151
17601,478
17602,478
17603,478
17604,478
17605,478
17606,146
17607,478
17608,291
17609,478
17610,171
17611,478
17612,478
17613,470
17614,478
17615,478
17616,478
17617,436
17618,478
17619,478
17620,478
17621,478
17622,478
17623,478
17624,416
17625,475
17626,418
17627,478
17628,184
17629,478
17630,478
17631,340
17632,316
17633,466
17634,389
17635,478
17636,363
17637,179
17638,455
17639,23
17640,157
17641,478
17642,90
17643,478
17644,478
17645,478
17646,478
17647,478
17648,65
17649,478
17650,53
17651,336
17652,478
17653,478
17654,478
17655,478
17656,478
17657,478
17658,478
17659,478
17660,478
17661,478
17662,274
17663,459
17664,478
17665,478
17666,329
17667,478
17668,478
17669,180
17670,478
17671,478
17672,478
17673,478
17674,478
17675,478
17676,196
17677,478
17678,253
17679,478
17680,478
17681,478
17682,478
17683,478
17684,478
17685,478
17686,478
17687,167
17688,478
17689,478
17690,169
17691,478
17692,455
17693,436
17694,478
17695,478
17696,478
17697,478
17698,475
17699,301
17700,478
17701,286
17702,478
17703,478
17704,478
17705,478
17706,245
17707,478
17708,374
17709,467
17710,478
17711,275
17712,478
17713,382
17714,216
17715,261
17716,449
17717,455
17718,478
17719,478
17720,151
17721,478
17722,94
17723,478
17724,478
17725,178
17726,436
17727,260
17728,387
17729,430
17730,478
17731,169
17732,478
17733,150
17734,467
17735,478
17736,478
17737,381
17738,478
17739,478
17740,478
17741,183
17742,478
17743,428
17744,478
17745,478
17746,478
17747,478
17748,478
17749,478
17750,478
17751,478
17752,478
17753,439
17754,478
17755,478
17756,15
17757,450
17758,136
17759,478
17760,248
17761,478
17762,380
17763,290
17764,478
17765,478
17766,422
17767,57
17768,450
17769,478
17770,367
17771,449
17772,324
17773,181
17774,478
17775,478
17776,478
17777,180
17778,478
17779,80
17780,478
17781,478
17782,478
17783,362
17784,248
17785,478
17786,453
17787,478
17788,478
17789,478
17790,405
17791,478
17792,452
17793,478
17794,478
17795,478
17796,478
17797,14
17798,478
17799,478
17800,478
17801,478
17802,478
17803,478
17804,333
17805,478
17806,104
17807,441
17808,478
17809,450
17810,219
17811,478
17812,478
17813,478
17814,478
17815,461
17816,478
17817,478
17818,478
17819,478
17820,478
17821,478
17822,478
17823,20
17824,436
17825,316
17826,353
17827,478
17828,478
17829,466
17830,478
17831,478
17832,453
17833,478
17834,478
17835,478
17836,478
17837,478
17838,478
17839,478
17840,478
17841,478
17842,273
17843,478
17844,421
17845,324
17846,478
17847,346
17848,424
17849,478
17850,478
17851,478
17852,478
17853,210
17854,478
17855,478
17856,478
17857,478
17858,455
17859,478
17860,478
17861,478
17862,403
17863,394
17864,478
17865,478
17866,249
17867,478
17868,478
17869,96
17870,478
17871,478
17872,478
17873,478
17874,478
17875,478
17876,328
17877,478
17878,372
17879,478
17880,362
17881,395
17882,333
17883,478
17884,478
17885,478
17886,478
17887,182
17888,478
17889,478
17890,478
17891,478
17892,478
17893,478
17894,390
17895,355
17896,188
17897,281
17898,240
17899,478
17900,478
17901,436
17902,478
17903,478
17904,478
17905,478
17906,428
17907,478
17908,478
17909,423
17910,478
17911,478
17912,478
17913,478
17914,478
17915,478
17916,280
17917,478
17918,478
17919,376
17920,478
17921,303
17922,478
17923,478
17924,478
17925,158
17926,478
17927,478
17928,478
17929,478
17930,478
17931,324
17932,406
17933,478
17934,478
17935,478
17936,60
17937,478
17938,478
17939,478
17940,388
17941,430
17942,478
17943,366
17944,154
17945,478
17946,313
17947,201
17948,478
17949,423
17950,246
17951,478
17952,478
17953,440
17954,478
17955,478
17956,88
17957,478
17958,372
17959,478
17960,428
17961,458
17962,478
17963,469
17964,478
17965,478
17966,478
17967,478
17968,478
17969,478
17970,478
17971,138
17972,478
17973,472
17974,478
17975,31
17976,433
17977,478
17978,478
17979,478
17980,478
17981,478
17982,455
17983,478
17984,473
17985,478
17986,85
17987,478
17988,478
17989,478
17990,311
17991,478
17992,423
17993,478
17994,478
17995,270
17996,284
17997,176
17998,234
17999,478
18000,478
18001,478
18002,81
18003,478
18004,478
18005,455
18006,478
18007,478
18008,90
18009,478
18010,478
18011,478
18012,478
18013,232
18014,478
18015,478
18016,478
18017,42
18018,439
18019,478
18020,123
18021,478
18022,301
18023,478
18024,478
18025,451
18026,478
18027,478
18028,273
18029,478
18030,478
18031,464
18032,478
18033,478
18034,34
18035,156
18036,418
18037,421
18038,478
18039,455
18040,478
18041,478
18042,394
18043,478
18044,478
18045,227
18046,478
18047,478
18048,478
18049,478
18050,436
18051,478
18052,478
18053,478
18054,478
18055,478
18056,453
18057,42
18058,478
18059,478
18060,478
18061,478
18062,356
18063,478
18064,478
18065,478
18066,174
18067,478
18068,371
18069,478
18070,333
18071,478
18072,20
18073,384
18074,478
18075,478
18076,478
18077,152
18078,478
18079,271
18080,478
18081,422
18082,451
18083,478
18084,359
18085,478
18086,163
18087,478
18088,478
18089,164
18090,478
18091,478
18092,246
18093,341
18094,309
18095,478
18096,422
18097,478
18098,478
18099,478
18100,330
18101,356
18102,478
18103,478
18104,478
18105,391
18106,399
18107,240
18108,422
18109,478
18110,146
18111,477
18112,478
18113,459
18114,478
18115,478
18116,478
18117,423
18118,478
18119,478
18120,478
18121,478
18122,478
18123,478
18124,478
18125,478
18126,436
18127,347
18128,478
18129,478
18130,367
18131,478
18132,428
18133,478
18134,345
18135,478
18136,478
18137,478
18138,478
18139,118
18140,478
18141,367
18142,478
18143,478
18144,478
18145,478
18146,408
18147,478
18148,478
18149,478
18150,478
18151,478
18152,478
18153,478
18154,478
18155,329
18156,403
18157,478
18158,478
18159,478
18160,128
18161,478
18162,416
18163,183
18164,478
18165,478
18166,478
18167,478
18168,478
18169,478
18170,459
18171,412
18172,478
18173,116
18174,147
18175,478
18176,478
18177,478
18178,332
18179,459
18180,478
18181,478
18182,478
18183,366
18184,478
18185,60
18186,472
18187,478
18188,478
18189,245
18190,478
18191,428
18192,341
18193,471
18194,478
18195,436
18196,478
18197,400
18198,478
18199,478
18200,478
18201,478
18202,478
18203,474
18204,333
18205,428
18206,450
18207,368
18208,478
18209,478
18210,478
18211,478
18212,455
18213,204
18214,478
18215,478
18216,478
18217,478
18218,354
18219,478
18220,478
18221,478
18222,279
18223,478
18224,478
18225,266
18226,478
18227,232
18228,478
18229,37
18230,478
18231,94
18232,445
18233,478
18234,478
18235,478
18236,447
18237,478
18238,478
18239,55
18240,478
18241,264
18242,455
18243,478
18244,477
18245,478
18246,478
18247,154
18248,478
18249,478
18250,478
18251,478
18252,478
18253,478
18254,478
18255,450
18256,33
18257,478
18258,478
18259,328
18260,478
18261,478
18262,478
18263,478
18264,478
18265,451
18266,478
18267,478
18268,331
18269,356
18270,478
18271,455
18272,478
18273,422
18274,478
18275,478
18276,478
18277,478
18278,478
18279,478
18280,478
18281,313
18282,478
18283,478
18284,120
18285,478
18286,478
18287,478
18288,478
18289,478
18290,478
18291,466
18292,430
18293,478
18294,382
18295,351
18296,478
18297,478
18298,301
18299,337
18300,260
18301,412
18302,456
18303,478
18304,362
18305,395
18306,478
18307,247
18308,478
18309,478
18310,415
18311,478
18312,478
18313,332
18314,26
18315,283
18316,478
18317,120
18318,478
18319,478
18320,357
18321,478
18322,478
18323,478
18324,211
18325,478
18326,478
18327,346
18328,362
18329,478
18330,451
18331,478
18332,443
18333,478
18334,478
18335,132
18336,478
18337,67
18338,323
18339,91
18340,478
18341,478
18342,462
18343,478
18344,203
18345,273
18346,316
18347,246
18348,478
18349,426
18350,478
18351,297
18352,478
18353,478
18354,10
18355,478
18356,478
18357,380
18358,478
18359,150
18360,478
18361,388
18362,221
18363,248
18364,478
18365,456
18366,287
18367,406
18368,478
18369,446
18370,347
18371,423
18372,474
18373,478
18374,478
18375,478
18376,478
18377,478
18378,478
18379,232
18380,478
18381,453
18382,455
18383,478
18384,455
18385,339
18386,478
18387,475
18388,478
18389,478
18390,478
18391,478
18392,478
18393,478
18394,478
18395,478
18396,79
18397,161
18398,478
18399,478
18400,478
18401,478
18402,13
18403,2
18404,478
18405,478
18406,335
18407,47
18408,478
18409,471
18410,384
18411,478
18412,478
18413,478
18414,478
18415,478
18416,137
18417,478
18418,478
18419,478
18420,478
18421,404
18422,478
18423,478
18424,340
18425,23
18426,405
18427,403
18428,471
18429,452
18430,478
18431,478
18432,478
18433,345
18434,468
18435,478
18436,478
18437,367
18438,478
18439,478
18440,466
18441,30
18442,478
18443,478
18444,478
18445,478
18446,278
18447,478
18448,46
18449,183
18450,287
18451,192
18452,388
18453,478
18454,392
18455,478
18456,478
18457,478
18458,478
18459,347
18460,478
18461,478
18462,478
18463,478
18464,100
18465,450
18466,478
18467,478
18468,478
18469,478
18470,130
18471,478
18472,407
18473,478
18474,478
18475,95
18476,422
18477,478
18478,175
18479,478
18480,86
18481,478
18482,260
18483,405
18484,478
18485,478
18486,478
18487,395
18488,78
18489,478
18490,478
18491,478
18492,358
18493,478
18494,363
18495,147
18496,354
18497,478
18498,458
18499,284
18500,478
18501,478
18502,297
18503,415
18504,478
18505,392
18506,464
18507,478
18508,443
18509,27
18510,327
18511,478
18512,478
18513,30
18514,422
18515,34
18516,140
18517,43
18518,275
18519,478
18520,478
18521,84
18522,478
18523,478
18524,263
18525,475
18526,122
18527,431
18528,478
18529,478
18530,478
18531,387
18532,478
18533,95
18534,453
18535,478
18536,187
18537,478
18538,317
18539,137
18540,478
18541,25
18542,335
18543,334
18544,478
18545,476
18546,478
18547,478
18548,410
18549,423
18550,478
18551,478
18552,478
18553,445
18554,478
18555,231
18556,379
18557,478
18558,478
18559,201
18560,478
18561,478
18562,478
18563,400
18564,478
18565,478
18566,247
18567,478
18568,472
18569,404
18570,187
18571,362
18572,44
18573,478
18574,478
18575,455
18576,456
18577,112
18578,478
18579,478
18580,212
18581,462
18582,478
18583,478
18584,474
18585,433
18586,95
18587,463
18588,18
18589,478
18590,478
18591,239
18592,47
18593,478
18594,478
18595,112
18596,26
18597,478
18598,478
18599,131
18600,478
18601,478
18602,478
18603,478
18604,478
18605,478
18606,401
18607,455
18608,478
18609,284
18610,478
18611,291
18612,371
18613,386
18614,190
18615,478
18616,59
18617,461
18618,449
18619,478
18620,494
18621,355
18622,325
18623,478
18624,471
18625,478
18626,478
18627,51
18628,462
18629,478
18630,178
18631,478
18632,216
18633,478
18634,478
18635,293
18636,478
18637,400
18638,478
18639,478
18640,478
18641,130
18642,474
18643,478
18644,346
18645,341
18646,112
18647,478
18648,478
18649,380
18650,9
18651,478
18652,418
18653,463
18654,464
18655,453
18656,91
18657,303
18658,478
18659,212
18660,478
18661,478
18662,478
18663,10
18664,389
18665,478
18666,404
18667,170
18668,478
18669,478
18670,478
18671,478
18672,478
18673,145
18674,424
18675,478
18676,478
18677,425
18678,478
18679,478
18680,302
18681,118
18682,478
18683,243
18684,464
18685,478
18686,420
18687,402
18688,478
18689,63
18690,268
18691,187
18692,208
18693,447
18694,445
18695,401
18696,478
18697,171
18698,426
18699,478
18700,478
18701,245
18702,334
18703,305
18704,478
18705,478
18706,132
18707,152
18708,228
18709,108
18710,278
18711,441
18712,478
18713,478
18714,471
18715,154
18716,279
18717,146
18718,478
18719,388
18720,478
18721,478
18722,229
18723,282
18724,216
18725,362
18726,478
18727,474
18728,478
18729,478
18730,478
18731,210
18732,478
18733,260
18734,478
18735,478
18736,208
18737,478
18738,478
18739,360
18740,8
18741,478
18742,478
18743,478
18744,25
18745,403
18746,478
18747,211
18748,302
18749,478
18750,199
18751,370
18752,438
18753,144
18754,478
18755,478
18756,478
18757,478
18758,478
18759,473
18760,478
18761,478
18762,478
18763,7
18764,478
18765,444
18766,478
18767,478
18768,478
18769,222
18770,145
18771,112
18772,330
18773,354
18774,478
18775,138
18776,319
18777,478
18778,478
18779,478
18780,55
18781,103
18782,478
18783,131
18784,478
18785,478
18786,434
18787,478
18788,44
18789,478
18790,376
18791,478
18792,354
18793,175
18794,478
18795,447
18796,335
18797,478
18798,90
18799,438
18800,55
18801,457
18802,272
18803,117
18804,478
18805,478
18806,424
18807,478
18808,235
18809,478
18810,478
18811,8
18812,478
18813,165
18814,78
18815,137
18816,478
18817,478
18818,478
18819,478
18820,75
18821,132
18822,478
18823,117
18824,478
18825,478
18826,478
18827,2
18828,411
18829,478
18830,478
18831,478
18832,478
18833,478
18834,478
18835,478
18836,478
18837,60
18838,478
18839,465
18840,478
18841,478
18842,478
18843,478
18844,478
18845,400
18846,342
18847,458
18848,478
18849,478
18850,478
18851,478
18852,478
18853,478
18854,478
18855,160
18856,478
18857,478
18858,255
18859,478
18860,478
18861,478
18862,478
18863,478
18864,478
18865,478
18866,293
18867,220
18868,463
18869,478
18870,456
18871,340
18872,478
18873,478
18874,478
18875,478
18876,478
18877,478
18878,478
18879,400
18880,478
18881,469
18882,478
18883,334
18884,478
18885,478
18886,466
18887,478
18888,456
18889,478
18890,478
18891,86
18892,478
18893,478
18894,478
18895,440
18896,449
18897,349
18898,478
18899,478
18900,478
18901,230
18902,116
18903,186
18904,417
18905,478
18906,478
18907,423
18908,478
18909,453
18910,345
18911,478
18912,478
18913,478
18914,478
18915,446
18916,249
18917,478
18918,472
18919,478
18920,187
18921,478
18922,478
18923,478
18924,52
18925,273
18926,33
18927,478
18928,478
18929,478
18930,471
18931,404
18932,478
18933,474
18934,95
18935,367
18936,478
18937,478
18938,478
18939,478
18940,478
18941,478
18942,478
18943,37
18944,160
18945,478
18946,162
18947,277
18948,432
18949,478
18950,288
18951,478
18952,368
18953,256
18954,478
18955,478
18956,478
18957,466
18958,163
18959,55
18960,6
18961,478
18962,453
18963,113
18964,436
18965,478
18966,289
18967,478
18968,478
18969,25
18970,478
18971,154
18972,1
18973,478
18974,478
18975,478
18976,478
18977,362
18978,478
18979,478
18980,361
18981,287
18982,478
18983,478
18984,478
18985,455
18986,478
18987,478
18988,478
18989,478
18990,478
18991,316
18992,478
18993,261
18994,478
18995,382
18996,478
18997,428
18998,478
18999,478
19000,478
19001,390
19002,478
19003,478
19004,478
19005,431
19006,290
19007,301
19008,478
19009,95
19010,478
19011,478
19012,323
19013,457
19014,478
19015,478
19016,478
19017,19
19018,478
19019,366
19020,429
19021,389
19022,476
19023,478
19024,108
19025,459
19026,478
19027,179
19028,478
19029,301
19030,478
19031,287
19032,362
19033,478
19034,478
19035,364
19036,478
19037,478
19038,478
19039,478
19040,478
19041,478
19042,388
19043,478
19044,93
19045,478
19046,381
19047,440
19048,478
19049,447
19050,478
19051,478
19052,414
19053,249
19054,22
19055,478
19056,122
19057,478
19058,253
19059,478
19060,444
19061,478
19062,478
19063,478
19064,478
19065,328
19066,436
19067,391
19068,478
19069,389
19070,216
19071,478
19072,390
19073,459
19074,478
19075,365
19076,478
19077,478
19078,478
19079,12
19080,442
19081,478
19082,478
19083,308
19084,29
19085,349
19086,366
19087,478
19088,478
19089,478
19090,447
19091,374
19092,478
19093,466
19094,478
19095,478
19096,478
19097,478
19098,478
19099,478
19100,432
19101,478
19102,478
19103,134
19104,478
19105,17
19106,478
19107,256
19108,478
19109,348
19110,478
19111,478
19112,474
19113,478
19114,432
19115,478
19116,451
19117,284
19118,325
19119,478
19120,478
19121,301
19122,466
19123,478
19124,168
19125,478
19126,478
19127,95
19128,119
19129,478
19130,103
19131,336
19132,478
19133,478
19134,309
19135,478
19136,168
19137,478
19138,478
19139,478
19140,478
19141,230
19142,478
19143,478
19144,230
19145,478
19146,478
19147,478
19148,425
19149,478
19150,422
19151,294
19152,469
19153,478
19154,478
19155,478
19156,478
19157,478
19158,478
19159,478
19160,449
19161,224
19162,460
19163,478
19164,477
19165,375
19166,313
19167,365
19168,423
19169,478
19170,478
19171,466
19172,478
19173,389
19174,478
19175,430
19176,478
19177,476
19178,284
19179,478
19180,130
19181,478
19182,367
19183,478
19184,478
19185,478
19186,478
19187,478
19188,436
19189,478
19190,418
19191,389
19192,254
19193,478
19194,478
19195,478
19196,443
19197,194
19198,209
19199,478
19200,478
19201,324
19202,478
19203,478
19204,254
19205,285
19206,478
19207,478
19208,478
19209,478
19210,388
19211,8
19212,155
19213,478
19214,108
19215,430
19216,197
19217,478
19218,257
19219,182
19220,445
19221,251
19222,478
19223,478
19224,478
19225,25
19226,478
19227,140
19228,478
19229,457
19230,478
19231,452
19232,144
19233,478
19234,357
19235,478
19236,478
19237,478
19238,478
19239,478
19240,478
19241,165
19242,278
19243,455
19244,459
19245,478
19246,282
19247,6
19248,478
19249,478
19250,478
19251,478
19252,432
19253,393
19254,467
19255,256
19256,286
19257,478
19258,478
19259,478
19260,459
19261,459
19262,436
19263,478
19264,25
19265,216
19266,388
19267,478
19268,478
19269,478
19270,478
19271,219
19272,478
19273,478
19274,289
19275,353
19276,478
19277,478
19278,260
19279,478
19280,478
19281,246
19282,459
19283,84
19284,267
19285,478
19286,92
19287,217
19288,478
19289,415
19290,478
19291,384
19292,377
19293,478
19294,478
19295,412
19296,389
19297,386
19298,478
19299,478
19300,282
19301,478
19302,478
19303,478
19304,478
19305,478
19306,216
19307,478
19308,478
19309,478
19310,295
19311,478
19312,478
19313,432
19314,294
19315,51
19316,478
19317,87
19318,256
19319,478
19320,478
19321,269
19322,478
19323,478
19324,478
19325,360
19326,467
19327,12
19328,404
19329,40
19330,478
19331,478
19332,51
19333,389
19334,395
19335,478
19336,478
19337,478
19338,472
19339,478
19340,478
19341,425
19342,113
19343,131
19344,478
19345,478
19346,395
19347,478
19348,478
19349,478
19350,234
19351,295
19352,478
19353,61
19354,399
19355,414
19356,478
19357,478
19358,478
19359,380
19360,478
19361,478
19362,478
19363,478
19364,223
19365,478
19366,290
19367,478
19368,336
19369,27
19370,478
19371,469
19372,232
19373,478
19374,478
19375,475
19376,398
19377,478
19378,478
19379,162
19380,478
19381,455
19382,333
19383,478
19384,470
19385,132
19386,478
19387,478
19388,478
19389,459
19390,478
19391,478
19392,478
19393,5
19394,478
19395,138
19396,79
19397,124
19398,282
19399,478
19400,415
19401,371
19402,68
19403,478
19404,430
19405,478
19406,458
19407,425
19408,81
19409,119
19410,101
19411,428
19412,478
19413,380
19414,326
19415,455
19416,478
19417,448
19418,250
19419,478
19420,283
19421,478
19422,478
19423,475
19424,478
19425,478
19426,478
19427,430
19428,478
19429,191
19430,324
19431,235
19432,362
19433,371
19434,478
19435,478
19436,326
19437,459
19438,156
19439,478
19440,389
19441,296
19442,478
19443,478
19444,478
19445,95
19446,478
19447,295
19448,478
19449,478
19450,198
19451,478
19452,478
19453,80
19454,478
19455,478
19456,428
19457,478
19458,478
19459,112
19460,478
19461,478
19462,188
19463,345
19464,478
19465,478
19466,88
19467,231
19468,478
19469,372
19470,478
19471,140
19472,238
19473,478
19474,91
19475,247
19476,423
19477,94
19478,262
19479,478
19480,478
19481,339
19482,478
19483,478
19484,461
19485,60
19486,478
19487,472
19488,478
19489,88
19490,111
19491,230
19492,321
19493,478
19494,478
19495,418
19496,350
19497,438
19498,478
19499,478
19500,436
19501,478
19502,380
19503,255
19504,371
19505,474
19506,478
19507,336
19508,183
19509,255
19510,478
19511,364
19512,478
19513,122
19514,478
19515,478
19516,478
19517,478
19518,478
19519,478
19520,336
19521,374
19522,478
19523,478
19524,478
19525,150
19526,412
19527,443
19528,89
19529,478
19530,478
19531,381
19532,429
19533,396
19534,478
19535,283
19536,478
19537,33
19538,478
19539,348
19540,270
19541,478
19542,478
19543,214
19544,478
19545,478
19546,314
19547,83
19548,461
19549,478
19550,478
19551,151
19552,478
19553,101
19554,478
19555,322
19556,445
19557,478
19558,19
19559,356
19560,421
19561,342
19562,313
19563,478
19564,478
19565,478
19566,478
19567,478
19568,478
19569,467
19570,253
19571,215
19572,478
19573,478
19574,478
19575,478
19576,478
19577,478
19578,478
19579,66
19580,256
19581,412
19582,478
19583,478
19584,451
19585,395
19586,192
19587,131
19588,478
19589,449
19590,478
19591,478
19592,478
19593,27
19594,478
19595,475
19596,410
19597,47
19598,478
19599,478
19600,106
19601,478
19602,478
19603,71
19604,478
19605,478
19606,77
19607,18
19608,478
19609,478
19610,362
19611,478
19612,478
19613,478
19614,478
19615,478
19616,415
19617,308
19618,478
19619,478
19620,31
19621,301
19622,120
19623,478
19624,187
19625,478
19626,478
19627,478
19628,478
19629,478
19630,478
19631,478
19632,3
19633,478
19634,478
19635,478
19636,28
19637,478
19638,478
19639,478
19640,478
19641,391
19642,478
19643,478
19644,478
19645,478
19646,461
19647,478
19648,137
19649,148
19650,478
19651,478
19652,219
19653,284
19654,478
19655,472
19656,440
19657,478
19658,280
19659,478
19660,478
19661,428
19662,478
19663,478
19664,292
19665,399
19666,478
19667,33
19668,478
19669,478
19670,244
19671,478
19672,296
19673,389
19674,85
19675,478
19676,389
19677,424
19678,478
19679,52
19680,345
19681,137
19682,294
19683,478
19684,374
19685,463
19686,239
19687,425
19688,478
19689,54
19690,223
19691,478
19692,478
19693,54
19694,186
19695,478
19696,471
19697,415
19698,430
19699,36
19700,353
19701,478
19702,478
19703,7
19704,478
19705,25
19706,404
19707,185
19708,310
19709,478
19710,478
19711,242
19712,478
19713,73
19714,61
19715,69
19716,478
19717,20
19718,478
19719,238
19720,442
19721,266
19722,478
19723,175
19724,478
19725,478
19726,478
19727,260
19728,478
19729,450
19730,358
19731,478
19732,478
19733,478
19734,24
19735,478
19736,347
19737,478
19738,478
19739,478
19740,150
19741,305
19742,41
19743,304
19744,478
19745,95
19746,478
19747,463
19748,459
19749,436
19750,25
19751,469
19752,478
19753,459
19754,478
19755,319
19756,414
19757,402
19758,478
19759,478
19760,478
19761,459
19762,478
19763,478
19764,478
19765,329
19766,272
19767,478
19768,402
19769,219
19770,389
19771,382
19772,478
19773,478
19774,478
19775,347
19776,478
19777,478
19778,478
19779,369
19780,467
19781,465
19782,361
19783,478
19784,478
19785,461
19786,478
19787,478
19788,449
19789,478
19790,478
19791,415
19792,277
19793,423
19794,478
19795,212
19796,467
19797,478
19798,478
19799,445
19800,29
19801,478
19802,443
19803,478
19804,8
19805,478
19806,421
19807,8
19808,478
19809,478
19810,95
19811,360
19812,174
19813,408
19814,478
19815,478
19816,471
19817,381
19818,447
19819,478
19820,245
19821,478
19822,478
19823,478
19824,268
19825,478
19826,235
19827,478
19828,478
19829,478
19830,400
19831,478
19832,392
19833,362
19834,298
19835,478
19836,478
19837,406
19838,478
19839,142
19840,302
19841,478
19842,84
19843,478
19844,314
19845,478
19846,262
19847,343
19848,470
19849,73
19850,236
19851,478
19852,478
19853,472
19854,94
19855,478
19856,459
19857,478
19858,298
19859,478
19860,478
