,id,cluster
13085,HOUSEHOLD_1_331_TX_1_validation,566
13086,HOUSEHOLD_1_332_TX_1_validation,124
13087,HOUSEHOLD_1_333_TX_1_validation,273
13088,HOUSEHOLD_1_334_TX_1_validation,439
13089,HOUSEHOLD_1_335_TX_1_validation,178
13090,HOUSEHOLD_1_336_TX_1_validation,332
13091,HOUSEHOLD_1_337_TX_1_validation,500
13092,HOUSEHOLD_1_338_TX_1_validation,60
13093,HOUSEHOLD_1_339_TX_1_validation,77
13094,HOUSEHOLD_1_340_TX_1_validation,39
13095,HOUSEHOLD_1_341_TX_1_validation,575
13096,HOUSEHOLD_1_342_TX_1_validation,2
13097,HOUSEHOLD_1_343_TX_1_validation,243
13098,HOUSEHOLD_1_344_TX_1_validation,566
13099,HOUSEHOLD_1_345_TX_1_validation,500
13100,HOUSEHOLD_1_346_TX_1_validation,339
13101,HOUSEHOLD_1_347_TX_1_validation,11
13102,HOUSEHOLD_1_348_TX_1_validation,359
13103,HOUSEHOLD_1_349_TX_1_validation,323
13104,HOUSEHOLD_1_350_TX_1_validation,261
13105,HOUSEHOLD_1_351_TX_1_validation,256
13106,HOUSEHOLD_1_353_TX_1_validation,405
13107,HOUSEHOLD_1_354_TX_1_validation,583
13108,HOUSEHOLD_1_355_TX_1_validation,552
13109,HOUSEHOLD_1_356_TX_1_validation,551
13110,HOUSEHOLD_1_357_TX_1_validation,224
13111,HOUSEHOLD_1_358_TX_1_validation,277
13112,HOUSEHOLD_1_359_TX_1_validation,156
13113,HOUSEHOLD_1_360_TX_1_validation,44
13114,HOUSEHOLD_1_361_TX_1_validation,399
13115,HOUSEHOLD_1_362_TX_1_validation,118
13116,HOUSEHOLD_1_363_TX_1_validation,495
13117,HOUSEHOLD_1_364_TX_1_validation,124
13118,HOUSEHOLD_1_365_TX_1_validation,488
13119,HOUSEHOLD_1_366_TX_1_validation,370
13120,HOUSEHOLD_1_367_TX_1_validation,86
13121,HOUSEHOLD_1_368_TX_1_validation,194
13122,HOUSEHOLD_1_369_TX_1_validation,575
13123,HOUSEHOLD_1_370_TX_1_validation,324
13124,HOUSEHOLD_1_371_TX_1_validation,242
13125,HOUSEHOLD_1_372_TX_1_validation,433
13126,HOUSEHOLD_1_373_TX_1_validation,511
13127,HOUSEHOLD_1_374_TX_1_validation,532
13128,HOUSEHOLD_1_375_TX_1_validation,584
13129,HOUSEHOLD_1_376_TX_1_validation,423
13130,HOUSEHOLD_1_377_TX_1_validation,482
13131,HOUSEHOLD_1_378_TX_1_validation,194
13132,HOUSEHOLD_1_379_TX_1_validation,256
13133,HOUSEHOLD_1_380_TX_1_validation,435
13134,HOUSEHOLD_1_381_TX_1_validation,56
13135,HOUSEHOLD_1_382_TX_1_validation,465
13136,HOUSEHOLD_1_383_TX_1_validation,122
13137,HOUSEHOLD_1_384_TX_1_validation,490
13138,HOUSEHOLD_1_385_TX_1_validation,572
13139,HOUSEHOLD_1_386_TX_1_validation,256
13140,HOUSEHOLD_1_387_TX_1_validation,50
13141,HOUSEHOLD_1_388_TX_1_validation,595
13142,HOUSEHOLD_1_389_TX_1_validation,62
13143,HOUSEHOLD_1_390_TX_1_validation,542
13144,HOUSEHOLD_1_393_TX_1_validation,101
13145,HOUSEHOLD_1_394_TX_1_validation,399
13146,HOUSEHOLD_1_395_TX_1_validation,178
13147,HOUSEHOLD_1_396_TX_1_validation,370
13148,HOUSEHOLD_1_397_TX_1_validation,297
13149,HOUSEHOLD_1_398_TX_1_validation,604
13150,HOUSEHOLD_1_399_TX_1_validation,401
13151,HOUSEHOLD_1_400_TX_1_validation,551
13152,HOUSEHOLD_1_401_TX_1_validation,443
13153,HOUSEHOLD_1_402_TX_1_validation,359
13154,HOUSEHOLD_1_403_TX_1_validation,104
13155,HOUSEHOLD_1_404_TX_1_validation,387
13156,HOUSEHOLD_1_405_TX_1_validation,139
13157,HOUSEHOLD_1_406_TX_1_validation,4
13158,HOUSEHOLD_1_407_TX_1_validation,57
13159,HOUSEHOLD_1_408_TX_1_validation,269
13160,HOUSEHOLD_1_409_TX_1_validation,113
13161,HOUSEHOLD_1_410_TX_1_validation,551
13162,HOUSEHOLD_1_411_TX_1_validation,532
13163,HOUSEHOLD_1_412_TX_1_validation,397
13164,HOUSEHOLD_1_413_TX_1_validation,157
13165,HOUSEHOLD_1_414_TX_1_validation,24
13166,HOUSEHOLD_1_415_TX_1_validation,132
13167,HOUSEHOLD_1_416_TX_1_validation,49
13168,HOUSEHOLD_1_417_TX_1_validation,532
13169,HOUSEHOLD_1_418_TX_1_validation,203
13170,HOUSEHOLD_1_419_TX_1_validation,571
13171,HOUSEHOLD_1_420_TX_1_validation,184
13172,HOUSEHOLD_1_421_TX_1_validation,495
13173,HOUSEHOLD_1_422_TX_1_validation,368
13174,HOUSEHOLD_1_423_TX_1_validation,453
13175,HOUSEHOLD_1_424_TX_1_validation,56
13176,HOUSEHOLD_1_425_TX_1_validation,566
13177,HOUSEHOLD_1_426_TX_1_validation,294
13178,HOUSEHOLD_1_427_TX_1_validation,551
13179,HOUSEHOLD_1_428_TX_1_validation,355
13180,HOUSEHOLD_1_429_TX_1_validation,221
13181,HOUSEHOLD_1_430_TX_1_validation,487
13182,HOUSEHOLD_1_431_TX_1_validation,330
13183,HOUSEHOLD_1_432_TX_1_validation,221
13184,HOUSEHOLD_1_433_TX_1_validation,56
13185,HOUSEHOLD_1_434_TX_1_validation,458
13186,HOUSEHOLD_1_435_TX_1_validation,183
13187,HOUSEHOLD_1_436_TX_1_validation,804
13188,HOUSEHOLD_1_437_TX_1_validation,178
13189,HOUSEHOLD_1_438_TX_1_validation,405
13190,HOUSEHOLD_1_439_TX_1_validation,194
13191,HOUSEHOLD_1_440_TX_1_validation,561
13192,HOUSEHOLD_1_441_TX_1_validation,551
13193,HOUSEHOLD_1_442_TX_1_validation,603
13194,HOUSEHOLD_1_443_TX_1_validation,444
13195,HOUSEHOLD_1_444_TX_1_validation,330
13196,HOUSEHOLD_1_445_TX_1_validation,44
13197,HOUSEHOLD_1_446_TX_1_validation,178
13198,HOUSEHOLD_1_447_TX_1_validation,77
13199,HOUSEHOLD_1_448_TX_1_validation,500
13200,HOUSEHOLD_1_449_TX_1_validation,394
13201,HOUSEHOLD_1_450_TX_1_validation,532
13202,HOUSEHOLD_1_451_TX_1_validation,299
13203,HOUSEHOLD_1_452_TX_1_validation,542
13204,HOUSEHOLD_1_453_TX_1_validation,559
13205,HOUSEHOLD_1_454_TX_1_validation,301
13206,HOUSEHOLD_1_455_TX_1_validation,194
13207,HOUSEHOLD_1_456_TX_1_validation,433
13208,HOUSEHOLD_1_457_TX_1_validation,388
13209,HOUSEHOLD_1_458_TX_1_validation,269
13210,HOUSEHOLD_1_459_TX_1_validation,110
13211,HOUSEHOLD_1_460_TX_1_validation,584
13212,HOUSEHOLD_1_461_TX_1_validation,559
13213,HOUSEHOLD_1_462_TX_1_validation,397
13214,HOUSEHOLD_1_463_TX_1_validation,131
13215,HOUSEHOLD_1_464_TX_1_validation,242
13216,HOUSEHOLD_1_465_TX_1_validation,191
13217,HOUSEHOLD_1_466_TX_1_validation,394
13218,HOUSEHOLD_1_467_TX_1_validation,224
13219,HOUSEHOLD_1_468_TX_1_validation,124
13220,HOUSEHOLD_1_469_TX_1_validation,500
13221,HOUSEHOLD_1_470_TX_1_validation,532
13222,HOUSEHOLD_1_471_TX_1_validation,277
13223,HOUSEHOLD_1_472_TX_1_validation,261
13224,HOUSEHOLD_1_473_TX_1_validation,559
13225,HOUSEHOLD_1_474_TX_1_validation,313
13226,HOUSEHOLD_1_475_TX_1_validation,155
13227,HOUSEHOLD_1_476_TX_1_validation,499
13228,HOUSEHOLD_1_477_TX_1_validation,124
13229,HOUSEHOLD_1_478_TX_1_validation,482
13230,HOUSEHOLD_1_479_TX_1_validation,527
13231,HOUSEHOLD_1_480_TX_1_validation,307
13232,HOUSEHOLD_1_481_TX_1_validation,542
13233,HOUSEHOLD_1_482_TX_1_validation,359
13234,HOUSEHOLD_1_483_TX_1_validation,75
13235,HOUSEHOLD_1_484_TX_1_validation,178
13236,HOUSEHOLD_1_485_TX_1_validation,371
13237,HOUSEHOLD_1_486_TX_1_validation,566
13238,HOUSEHOLD_1_487_TX_1_validation,805
13239,HOUSEHOLD_1_488_TX_1_validation,465
13240,HOUSEHOLD_1_489_TX_1_validation,488
13241,HOUSEHOLD_1_490_TX_1_validation,359
13242,HOUSEHOLD_1_491_TX_1_validation,531
13243,HOUSEHOLD_1_492_TX_1_validation,39
13244,HOUSEHOLD_1_493_TX_1_validation,500
13245,HOUSEHOLD_1_494_TX_1_validation,181
13246,HOUSEHOLD_1_495_TX_1_validation,559
13247,HOUSEHOLD_1_496_TX_1_validation,542
13248,HOUSEHOLD_1_497_TX_1_validation,490
13249,HOUSEHOLD_1_498_TX_1_validation,419
13250,HOUSEHOLD_1_499_TX_1_validation,308
13251,HOUSEHOLD_1_500_TX_1_validation,488
13252,HOUSEHOLD_1_501_TX_1_validation,394
13253,HOUSEHOLD_1_502_TX_1_validation,77
13254,HOUSEHOLD_1_503_TX_1_validation,528
13255,HOUSEHOLD_1_504_TX_1_validation,343
13256,HOUSEHOLD_1_505_TX_1_validation,566
13257,HOUSEHOLD_1_506_TX_1_validation,117
13258,HOUSEHOLD_1_507_TX_1_validation,19
13259,HOUSEHOLD_1_508_TX_1_validation,39
13260,HOUSEHOLD_1_509_TX_1_validation,228
13261,HOUSEHOLD_1_510_TX_1_validation,556
13262,HOUSEHOLD_1_511_TX_1_validation,472
13263,HOUSEHOLD_1_512_TX_1_validation,273
13264,HOUSEHOLD_1_513_TX_1_validation,566
13265,HOUSEHOLD_1_514_TX_1_validation,86
13266,HOUSEHOLD_1_515_TX_1_validation,458
13267,HOUSEHOLD_1_516_TX_1_validation,405
13268,HOUSEHOLD_1_517_TX_1_validation,277
13269,HOUSEHOLD_1_518_TX_1_validation,277
13270,HOUSEHOLD_1_519_TX_1_validation,286
13271,HOUSEHOLD_1_520_TX_1_validation,377
13272,HOUSEHOLD_1_521_TX_1_validation,65
13273,HOUSEHOLD_1_522_TX_1_validation,9
13274,HOUSEHOLD_1_523_TX_1_validation,31
13275,HOUSEHOLD_1_524_TX_1_validation,488
13276,HOUSEHOLD_1_525_TX_1_validation,590
13277,HOUSEHOLD_1_526_TX_1_validation,493
13278,HOUSEHOLD_1_527_TX_1_validation,269
13279,HOUSEHOLD_1_528_TX_1_validation,212
13280,HOUSEHOLD_1_529_TX_1_validation,228
13281,HOUSEHOLD_1_530_TX_1_validation,399
13282,HOUSEHOLD_1_531_TX_1_validation,337
13283,HOUSEHOLD_1_532_TX_1_validation,590
13284,HOUSEHOLD_1_533_TX_1_validation,502
13285,HOUSEHOLD_1_534_TX_1_validation,559
13286,HOUSEHOLD_1_535_TX_1_validation,566
13287,HOUSEHOLD_1_536_TX_1_validation,496
13288,HOUSEHOLD_1_537_TX_1_validation,511
13289,HOUSEHOLD_1_538_TX_1_validation,394
13290,HOUSEHOLD_1_539_TX_1_validation,269
13291,HOUSEHOLD_1_540_TX_1_validation,221
13292,HOUSEHOLD_1_541_TX_1_validation,551
13293,HOUSEHOLD_2_001_TX_1_validation,66
13294,HOUSEHOLD_2_002_TX_1_validation,514
13295,HOUSEHOLD_2_003_TX_1_validation,56
13296,HOUSEHOLD_2_004_TX_1_validation,357
13297,HOUSEHOLD_2_005_TX_1_validation,531
13298,HOUSEHOLD_2_006_TX_1_validation,439
13299,HOUSEHOLD_2_007_TX_1_validation,551
13300,HOUSEHOLD_2_008_TX_1_validation,139
13301,HOUSEHOLD_2_009_TX_1_validation,377
13302,HOUSEHOLD_2_010_TX_1_validation,317
13303,HOUSEHOLD_2_011_TX_1_validation,273
13304,HOUSEHOLD_2_012_TX_1_validation,488
13305,HOUSEHOLD_2_013_TX_1_validation,377
13306,HOUSEHOLD_2_014_TX_1_validation,495
13307,HOUSEHOLD_2_015_TX_1_validation,162
13308,HOUSEHOLD_2_016_TX_1_validation,464
13309,HOUSEHOLD_2_017_TX_1_validation,289
13310,HOUSEHOLD_2_018_TX_1_validation,165
13311,HOUSEHOLD_2_019_TX_1_validation,495
13312,HOUSEHOLD_2_020_TX_1_validation,488
13313,HOUSEHOLD_2_021_TX_1_validation,56
13314,HOUSEHOLD_2_022_TX_1_validation,39
13315,HOUSEHOLD_2_023_TX_1_validation,394
13316,HOUSEHOLD_2_024_TX_1_validation,447
13317,HOUSEHOLD_2_025_TX_1_validation,559
13318,HOUSEHOLD_2_026_TX_1_validation,19
13319,HOUSEHOLD_2_027_TX_1_validation,579
13320,HOUSEHOLD_2_028_TX_1_validation,439
13321,HOUSEHOLD_2_029_TX_1_validation,13
13322,HOUSEHOLD_2_030_TX_1_validation,207
13323,HOUSEHOLD_2_031_TX_1_validation,194
13324,HOUSEHOLD_2_032_TX_1_validation,44
13325,HOUSEHOLD_2_033_TX_1_validation,209
13326,HOUSEHOLD_2_034_TX_1_validation,441
13327,HOUSEHOLD_2_035_TX_1_validation,359
13328,HOUSEHOLD_2_036_TX_1_validation,146
13329,HOUSEHOLD_2_037_TX_1_validation,105
13330,HOUSEHOLD_2_038_TX_1_validation,335
13331,HOUSEHOLD_2_039_TX_1_validation,103
13332,HOUSEHOLD_2_040_TX_1_validation,113
13333,HOUSEHOLD_2_041_TX_1_validation,527
13334,HOUSEHOLD_2_042_TX_1_validation,209
13335,HOUSEHOLD_2_043_TX_1_validation,39
13336,HOUSEHOLD_2_044_TX_1_validation,261
13337,HOUSEHOLD_2_045_TX_1_validation,39
13338,HOUSEHOLD_2_046_TX_1_validation,306
13339,HOUSEHOLD_2_047_TX_1_validation,595
13340,HOUSEHOLD_2_048_TX_1_validation,4
13341,HOUSEHOLD_2_049_TX_1_validation,559
13342,HOUSEHOLD_2_050_TX_1_validation,323
13343,HOUSEHOLD_2_051_TX_1_validation,39
13344,HOUSEHOLD_2_052_TX_1_validation,93
13345,HOUSEHOLD_2_053_TX_1_validation,459
13346,HOUSEHOLD_2_054_TX_1_validation,293
13347,HOUSEHOLD_2_055_TX_1_validation,31
13348,HOUSEHOLD_2_056_TX_1_validation,139
13349,HOUSEHOLD_2_057_TX_1_validation,236
13350,HOUSEHOLD_2_058_TX_1_validation,269
13351,HOUSEHOLD_2_059_TX_1_validation,139
13352,HOUSEHOLD_2_060_TX_1_validation,269
13353,HOUSEHOLD_2_061_TX_1_validation,532
13354,HOUSEHOLD_2_062_TX_1_validation,124
13355,HOUSEHOLD_2_063_TX_1_validation,610
13356,HOUSEHOLD_2_064_TX_1_validation,269
13357,HOUSEHOLD_2_065_TX_1_validation,343
13358,HOUSEHOLD_2_066_TX_1_validation,178
13359,HOUSEHOLD_2_067_TX_1_validation,2
13360,HOUSEHOLD_2_068_TX_1_validation,271
13361,HOUSEHOLD_2_069_TX_1_validation,575
13362,HOUSEHOLD_2_070_TX_1_validation,273
13363,HOUSEHOLD_2_071_TX_1_validation,2
13364,HOUSEHOLD_2_072_TX_1_validation,313
13365,HOUSEHOLD_2_073_TX_1_validation,224
13366,HOUSEHOLD_2_074_TX_1_validation,75
13367,HOUSEHOLD_2_075_TX_1_validation,502
13368,HOUSEHOLD_2_076_TX_1_validation,458
13369,HOUSEHOLD_2_077_TX_1_validation,610
13370,HOUSEHOLD_2_078_TX_1_validation,75
13371,HOUSEHOLD_2_079_TX_1_validation,472
13372,HOUSEHOLD_2_080_TX_1_validation,86
13373,HOUSEHOLD_2_081_TX_1_validation,263
13374,HOUSEHOLD_2_082_TX_1_validation,2
13375,HOUSEHOLD_2_083_TX_1_validation,139
13376,HOUSEHOLD_2_084_TX_1_validation,175
13377,HOUSEHOLD_2_085_TX_1_validation,419
13378,HOUSEHOLD_2_086_TX_1_validation,221
13379,HOUSEHOLD_2_087_TX_1_validation,269
13380,HOUSEHOLD_2_088_TX_1_validation,137
13381,HOUSEHOLD_2_089_TX_1_validation,301
13382,HOUSEHOLD_2_090_TX_1_validation,60
13383,HOUSEHOLD_2_091_TX_1_validation,242
13384,HOUSEHOLD_2_092_TX_1_validation,383
13385,HOUSEHOLD_2_093_TX_1_validation,13
13386,HOUSEHOLD_2_094_TX_1_validation,209
13387,HOUSEHOLD_2_095_TX_1_validation,590
13388,HOUSEHOLD_2_096_TX_1_validation,566
13389,HOUSEHOLD_2_097_TX_1_validation,465
13390,HOUSEHOLD_2_098_TX_1_validation,242
13391,HOUSEHOLD_2_099_TX_1_validation,105
13392,HOUSEHOLD_2_100_TX_1_validation,236
13393,HOUSEHOLD_2_101_TX_1_validation,488
13394,HOUSEHOLD_2_102_TX_1_validation,385
13395,HOUSEHOLD_2_103_TX_1_validation,532
13396,HOUSEHOLD_2_104_TX_1_validation,224
13397,HOUSEHOLD_2_105_TX_1_validation,423
13398,HOUSEHOLD_2_106_TX_1_validation,75
13399,HOUSEHOLD_2_107_TX_1_validation,488
13400,HOUSEHOLD_2_108_TX_1_validation,806
13401,HOUSEHOLD_2_109_TX_1_validation,514
13402,HOUSEHOLD_2_110_TX_1_validation,242
13403,HOUSEHOLD_2_111_TX_1_validation,807
13404,HOUSEHOLD_2_112_TX_1_validation,24
13405,HOUSEHOLD_2_113_TX_1_validation,209
13406,HOUSEHOLD_2_114_TX_1_validation,183
13407,HOUSEHOLD_2_115_TX_1_validation,500
13408,HOUSEHOLD_2_116_TX_1_validation,86
13409,HOUSEHOLD_2_117_TX_1_validation,439
13410,HOUSEHOLD_2_118_TX_1_validation,482
13411,HOUSEHOLD_2_119_TX_1_validation,559
13412,HOUSEHOLD_2_120_TX_1_validation,289
13413,HOUSEHOLD_2_121_TX_1_validation,224
13414,HOUSEHOLD_2_122_TX_1_validation,178
13415,HOUSEHOLD_2_123_TX_1_validation,44
13416,HOUSEHOLD_2_124_TX_1_validation,372
13417,HOUSEHOLD_2_125_TX_1_validation,242
13418,HOUSEHOLD_2_126_TX_1_validation,313
13419,HOUSEHOLD_2_127_TX_1_validation,19
13420,HOUSEHOLD_2_128_TX_1_validation,447
13421,HOUSEHOLD_2_129_TX_1_validation,351
13422,HOUSEHOLD_2_130_TX_1_validation,394
13423,HOUSEHOLD_2_131_TX_1_validation,482
13424,HOUSEHOLD_2_132_TX_1_validation,405
13425,HOUSEHOLD_2_133_TX_1_validation,9
13426,HOUSEHOLD_2_134_TX_1_validation,183
13427,HOUSEHOLD_2_135_TX_1_validation,394
13428,HOUSEHOLD_2_136_TX_1_validation,60
13429,HOUSEHOLD_2_137_TX_1_validation,191
13430,HOUSEHOLD_2_138_TX_1_validation,351
13431,HOUSEHOLD_2_139_TX_1_validation,447
13432,HOUSEHOLD_2_140_TX_1_validation,49
13433,HOUSEHOLD_2_141_TX_1_validation,595
13434,HOUSEHOLD_2_142_TX_1_validation,472
13435,HOUSEHOLD_2_143_TX_1_validation,289
13436,HOUSEHOLD_2_144_TX_1_validation,12
13437,HOUSEHOLD_2_145_TX_1_validation,409
13438,HOUSEHOLD_2_146_TX_1_validation,514
13439,HOUSEHOLD_2_147_TX_1_validation,808
13440,HOUSEHOLD_2_148_TX_1_validation,399
13441,HOUSEHOLD_2_149_TX_1_validation,527
13442,HOUSEHOLD_2_150_TX_1_validation,405
13443,HOUSEHOLD_2_151_TX_1_validation,19
13444,HOUSEHOLD_2_152_TX_1_validation,157
13445,HOUSEHOLD_2_153_TX_1_validation,232
13446,HOUSEHOLD_2_154_TX_1_validation,24
13447,HOUSEHOLD_2_155_TX_1_validation,600
13448,HOUSEHOLD_2_156_TX_1_validation,495
13449,HOUSEHOLD_2_157_TX_1_validation,394
13450,HOUSEHOLD_2_158_TX_1_validation,584
13451,HOUSEHOLD_2_159_TX_1_validation,424
13452,HOUSEHOLD_2_160_TX_1_validation,584
13453,HOUSEHOLD_2_161_TX_1_validation,173
13454,HOUSEHOLD_2_162_TX_1_validation,60
13455,HOUSEHOLD_2_163_TX_1_validation,381
13456,HOUSEHOLD_2_164_TX_1_validation,183
13457,HOUSEHOLD_2_165_TX_1_validation,532
13458,HOUSEHOLD_2_166_TX_1_validation,39
13459,HOUSEHOLD_2_167_TX_1_validation,465
13460,HOUSEHOLD_2_168_TX_1_validation,423
13461,HOUSEHOLD_2_169_TX_1_validation,307
13462,HOUSEHOLD_2_170_TX_1_validation,101
13463,HOUSEHOLD_2_171_TX_1_validation,355
13464,HOUSEHOLD_2_172_TX_1_validation,410
13465,HOUSEHOLD_2_173_TX_1_validation,391
13466,HOUSEHOLD_2_174_TX_1_validation,49
13467,HOUSEHOLD_2_175_TX_1_validation,439
13468,HOUSEHOLD_2_176_TX_1_validation,419
13469,HOUSEHOLD_2_177_TX_1_validation,584
13470,HOUSEHOLD_2_178_TX_1_validation,307
13471,HOUSEHOLD_2_179_TX_1_validation,584
13472,HOUSEHOLD_2_180_TX_1_validation,289
13473,HOUSEHOLD_2_182_TX_1_validation,82
13474,HOUSEHOLD_2_183_TX_1_validation,9
13475,HOUSEHOLD_2_184_TX_1_validation,9
13476,HOUSEHOLD_2_185_TX_1_validation,465
13477,HOUSEHOLD_2_186_TX_1_validation,39
13478,HOUSEHOLD_2_187_TX_1_validation,242
13479,HOUSEHOLD_2_188_TX_1_validation,233
13480,HOUSEHOLD_2_189_TX_1_validation,559
13481,HOUSEHOLD_2_190_TX_1_validation,93
13482,HOUSEHOLD_2_191_TX_1_validation,447
13483,HOUSEHOLD_2_192_TX_1_validation,322
13484,HOUSEHOLD_2_193_TX_1_validation,146
13485,HOUSEHOLD_2_194_TX_1_validation,345
13486,HOUSEHOLD_2_195_TX_1_validation,86
13487,HOUSEHOLD_2_196_TX_1_validation,579
13488,HOUSEHOLD_2_197_TX_1_validation,178
13489,HOUSEHOLD_2_198_TX_1_validation,224
13490,HOUSEHOLD_2_199_TX_1_validation,465
13491,HOUSEHOLD_2_200_TX_1_validation,118
13492,HOUSEHOLD_2_201_TX_1_validation,157
13493,HOUSEHOLD_2_202_TX_1_validation,809
13494,HOUSEHOLD_2_203_TX_1_validation,394
13495,HOUSEHOLD_2_204_TX_1_validation,447
13496,HOUSEHOLD_2_205_TX_1_validation,132
13497,HOUSEHOLD_2_206_TX_1_validation,419
13498,HOUSEHOLD_2_207_TX_1_validation,566
13499,HOUSEHOLD_2_208_TX_1_validation,590
13500,HOUSEHOLD_2_209_TX_1_validation,242
13501,HOUSEHOLD_2_210_TX_1_validation,383
13502,HOUSEHOLD_2_211_TX_1_validation,49
13503,HOUSEHOLD_2_212_TX_1_validation,532
13504,HOUSEHOLD_2_213_TX_1_validation,194
13505,HOUSEHOLD_2_214_TX_1_validation,557
13506,HOUSEHOLD_2_215_TX_1_validation,44
13507,HOUSEHOLD_2_216_TX_1_validation,209
13508,HOUSEHOLD_2_217_TX_1_validation,373
13509,HOUSEHOLD_2_218_TX_1_validation,183
13510,HOUSEHOLD_2_219_TX_1_validation,610
13511,HOUSEHOLD_2_220_TX_1_validation,194
13512,HOUSEHOLD_2_221_TX_1_validation,178
13513,HOUSEHOLD_2_222_TX_1_validation,527
13514,HOUSEHOLD_2_223_TX_1_validation,56
13515,HOUSEHOLD_2_224_TX_1_validation,236
13516,HOUSEHOLD_2_225_TX_1_validation,439
13517,HOUSEHOLD_2_226_TX_1_validation,500
13518,HOUSEHOLD_2_227_TX_1_validation,183
13519,HOUSEHOLD_2_228_TX_1_validation,472
13520,HOUSEHOLD_2_229_TX_1_validation,9
13521,HOUSEHOLD_2_230_TX_1_validation,301
13522,HOUSEHOLD_2_231_TX_1_validation,256
13523,HOUSEHOLD_2_232_TX_1_validation,277
13524,HOUSEHOLD_2_233_TX_1_validation,575
13525,HOUSEHOLD_2_234_TX_1_validation,542
13526,HOUSEHOLD_2_235_TX_1_validation,113
13527,HOUSEHOLD_2_236_TX_1_validation,400
13528,HOUSEHOLD_2_237_TX_1_validation,105
13529,HOUSEHOLD_2_238_TX_1_validation,445
13530,HOUSEHOLD_2_239_TX_1_validation,434
13531,HOUSEHOLD_2_240_TX_1_validation,313
13532,HOUSEHOLD_2_241_TX_1_validation,242
13533,HOUSEHOLD_2_242_TX_1_validation,256
13534,HOUSEHOLD_2_243_TX_1_validation,458
13535,HOUSEHOLD_2_244_TX_1_validation,277
13536,HOUSEHOLD_2_245_TX_1_validation,810
13537,HOUSEHOLD_2_246_TX_1_validation,105
13538,HOUSEHOLD_2_247_TX_1_validation,551
13539,HOUSEHOLD_2_248_TX_1_validation,457
13540,HOUSEHOLD_2_249_TX_1_validation,31
13541,HOUSEHOLD_2_250_TX_1_validation,269
13542,HOUSEHOLD_2_251_TX_1_validation,394
13543,HOUSEHOLD_2_252_TX_1_validation,98
13544,HOUSEHOLD_2_253_TX_1_validation,559
13545,HOUSEHOLD_2_254_TX_1_validation,139
13546,HOUSEHOLD_2_255_TX_1_validation,273
13547,HOUSEHOLD_2_256_TX_1_validation,445
13548,HOUSEHOLD_2_257_TX_1_validation,194
13549,HOUSEHOLD_2_258_TX_1_validation,44
13550,HOUSEHOLD_2_259_TX_1_validation,422
13551,HOUSEHOLD_2_260_TX_1_validation,132
13552,HOUSEHOLD_2_261_TX_1_validation,365
13553,HOUSEHOLD_2_262_TX_1_validation,44
13554,HOUSEHOLD_2_263_TX_1_validation,330
13555,HOUSEHOLD_2_264_TX_1_validation,251
13556,HOUSEHOLD_2_265_TX_1_validation,97
13557,HOUSEHOLD_2_266_TX_1_validation,242
13558,HOUSEHOLD_2_267_TX_1_validation,9
13559,HOUSEHOLD_2_268_TX_1_validation,532
13560,HOUSEHOLD_2_269_TX_1_validation,269
13561,HOUSEHOLD_2_270_TX_1_validation,300
13562,HOUSEHOLD_2_271_TX_1_validation,86
13563,HOUSEHOLD_2_272_TX_1_validation,288
13564,HOUSEHOLD_2_273_TX_1_validation,461
13565,HOUSEHOLD_2_274_TX_1_validation,355
13566,HOUSEHOLD_2_275_TX_1_validation,24
13567,HOUSEHOLD_2_276_TX_1_validation,152
13568,HOUSEHOLD_2_277_TX_1_validation,44
13569,HOUSEHOLD_2_278_TX_1_validation,269
13570,HOUSEHOLD_2_279_TX_1_validation,458
13571,HOUSEHOLD_2_280_TX_1_validation,527
13572,HOUSEHOLD_2_281_TX_1_validation,472
13573,HOUSEHOLD_2_282_TX_1_validation,575
13574,HOUSEHOLD_2_283_TX_1_validation,132
13575,HOUSEHOLD_2_284_TX_1_validation,236
13576,HOUSEHOLD_2_285_TX_1_validation,394
13577,HOUSEHOLD_2_286_TX_1_validation,600
13578,HOUSEHOLD_2_287_TX_1_validation,500
13579,HOUSEHOLD_2_288_TX_1_validation,381
13580,HOUSEHOLD_2_289_TX_1_validation,157
13581,HOUSEHOLD_2_290_TX_1_validation,301
13582,HOUSEHOLD_2_291_TX_1_validation,146
13583,HOUSEHOLD_2_292_TX_1_validation,349
13584,HOUSEHOLD_2_293_TX_1_validation,93
13585,HOUSEHOLD_2_294_TX_1_validation,44
13586,HOUSEHOLD_2_295_TX_1_validation,434
13587,HOUSEHOLD_2_296_TX_1_validation,600
13588,HOUSEHOLD_2_297_TX_1_validation,173
13589,HOUSEHOLD_2_298_TX_1_validation,205
13590,HOUSEHOLD_2_299_TX_1_validation,273
13591,HOUSEHOLD_2_300_TX_1_validation,60
13592,HOUSEHOLD_2_301_TX_1_validation,495
13593,HOUSEHOLD_2_302_TX_1_validation,24
13594,HOUSEHOLD_2_303_TX_1_validation,105
13595,HOUSEHOLD_2_304_TX_1_validation,465
13596,HOUSEHOLD_2_305_TX_1_validation,173
13597,HOUSEHOLD_2_306_TX_1_validation,221
13598,HOUSEHOLD_2_307_TX_1_validation,82
13599,HOUSEHOLD_2_308_TX_1_validation,256
13600,HOUSEHOLD_2_309_TX_1_validation,405
13601,HOUSEHOLD_2_310_TX_1_validation,105
13602,HOUSEHOLD_2_311_TX_1_validation,236
